GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,NAME_M,AF2LM001
"G2001990","2012-2016",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallace County, Kansas",1584,"Wallace County, Kansas",97
"G2002010","2012-2016",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kansas",5613,"Washington County, Kansas",0
"G2002030","2012-2016",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Kansas",2168,"Wichita County, Kansas",0
"G2002050","2012-2016",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Kansas",8956,"Wilson County, Kansas",0
"G2002070","2012-2016",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodson County, Kansas",3186,"Woodson County, Kansas",0
"G2002090","2012-2016",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",161777,"Wyandotte County, Kansas",0
"G2100010","2012-2016",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Kentucky",19156,"Adair County, Kentucky",0
"G2100030","2012-2016",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kentucky",20421,"Allen County, Kentucky",0
"G2100050","2012-2016",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kentucky",21867,"Anderson County, Kentucky",0
"G2100070","2012-2016",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ballard County, Kentucky",8216,"Ballard County, Kentucky",0
"G2100090","2012-2016",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barren County, Kentucky",43287,"Barren County, Kentucky",0
"G2100110","2012-2016",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Kentucky",12113,"Bath County, Kentucky",0
"G2100130","2012-2016",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Kentucky",27676,"Bell County, Kentucky",0
"G2100150","2012-2016",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",125656,"Boone County, Kentucky",0
"G2100170","2012-2016",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kentucky",20004,"Bourbon County, Kentucky",0
"G2100190","2012-2016",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Kentucky",48716,"Boyd County, Kentucky",0
"G2100210","2012-2016",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyle County, Kentucky",29650,"Boyle County, Kentucky",0
"G2100230","2012-2016",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bracken County, Kentucky",8404,"Bracken County, Kentucky",0
"G2100250","2012-2016",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breathitt County, Kentucky",13476,"Breathitt County, Kentucky",0
"G2100270","2012-2016",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breckinridge County, Kentucky",20000,"Breckinridge County, Kentucky",0
"G2100290","2012-2016",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",77727,"Bullitt County, Kentucky",0
"G2100310","2012-2016",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kentucky",12828,"Butler County, Kentucky",0
"G2100330","2012-2016",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Kentucky",12758,"Caldwell County, Kentucky",0
"G2100350","2012-2016",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calloway County, Kentucky",38302,"Calloway County, Kentucky",0
"G2100370","2012-2016",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Kentucky",91456,"Campbell County, Kentucky",0
"G2100390","2012-2016",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle County, Kentucky",4954,"Carlisle County, Kentucky",0
"G2100410","2012-2016",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Kentucky",10776,"Carroll County, Kentucky",0
"G2100430","2012-2016",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Kentucky",27292,"Carter County, Kentucky",0
"G2100450","2012-2016",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey County, Kentucky",15928,"Casey County, Kentucky",0
"G2100470","2012-2016",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Kentucky",73936,"Christian County, Kentucky",0
"G2100490","2012-2016",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kentucky",35706,"Clark County, Kentucky",0
"G2100510","2012-2016",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kentucky",21160,"Clay County, Kentucky",0
"G2100530","2012-2016",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Kentucky",10172,"Clinton County, Kentucky",0
"G2100550","2012-2016",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Kentucky",9211,"Crittenden County, Kentucky",0
"G2100570","2012-2016",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Kentucky",6780,"Cumberland County, Kentucky",0
"G2100590","2012-2016",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Kentucky",98724,"Daviess County, Kentucky",0
"G2100610","2012-2016",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmonson County, Kentucky",12086,"Edmonson County, Kentucky",0
"G2100630","2012-2016",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elliott County, Kentucky",7661,"Elliott County, Kentucky",0
"G2100650","2012-2016",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estill County, Kentucky",14406,"Estill County, Kentucky",0
"G2100670","2012-2016",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",311529,"Fayette County, Kentucky",0
"G2100690","2012-2016",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fleming County, Kentucky",14543,"Fleming County, Kentucky",0
"G2100710","2012-2016",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Kentucky",38144,"Floyd County, Kentucky",0
"G2100730","2012-2016",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kentucky",49982,"Franklin County, Kentucky",0
"G2100750","2012-2016",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Kentucky",6323,"Fulton County, Kentucky",0
"G2100770","2012-2016",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Kentucky",8543,"Gallatin County, Kentucky",0
"G2100790","2012-2016",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrard County, Kentucky",17051,"Garrard County, Kentucky",0
"G2100810","2012-2016",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Kentucky",24705,"Grant County, Kentucky",0
"G2100830","2012-2016",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graves County, Kentucky",37379,"Graves County, Kentucky",0
"G2100850","2012-2016",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Kentucky",26092,"Grayson County, Kentucky",0
"G2100870","2012-2016",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Kentucky",11123,"Green County, Kentucky",0
"G2100890","2012-2016",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenup County, Kentucky",36255,"Greenup County, Kentucky",0
"G2100910","2012-2016",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Kentucky",8716,"Hancock County, Kentucky",0
"G2100930","2012-2016",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",107573,"Hardin County, Kentucky",0
"G2100950","2012-2016",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Kentucky",28031,"Harlan County, Kentucky",0
"G2100970","2012-2016",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Kentucky",18629,"Harrison County, Kentucky",0
"G2100990","2012-2016",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Kentucky",18510,"Hart County, Kentucky",0
"G2101010","2012-2016",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Kentucky",46362,"Henderson County, Kentucky",0
"G2101030","2012-2016",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Kentucky",15528,"Henry County, Kentucky",0
"G2101050","2012-2016",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Kentucky",4691,"Hickman County, Kentucky",0
"G2101070","2012-2016",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Kentucky",46359,"Hopkins County, Kentucky",0
"G2101090","2012-2016",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kentucky",13357,"Jackson County, Kentucky",0
"G2101110","2012-2016",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",759724,"Jefferson County, Kentucky",0
"G2101130","2012-2016",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jessamine County, Kentucky",51015,"Jessamine County, Kentucky",0
"G2101150","2012-2016",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kentucky",23280,"Johnson County, Kentucky",0
"G2101170","2012-2016",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",163393,"Kenton County, Kentucky",0
"G2101190","2012-2016",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knott County, Kentucky",15884,"Knott County, Kentucky",0
"G2101210","2012-2016",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Kentucky",31740,"Knox County, Kentucky",0
"G2101230","2012-2016",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larue County, Kentucky",14127,"Larue County, Kentucky",0
"G2101250","2012-2016",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel County, Kentucky",59950,"Laurel County, Kentucky",0
"G2101270","2012-2016",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Kentucky",15870,"Lawrence County, Kentucky",0
"G2101290","2012-2016",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Kentucky",6896,"Lee County, Kentucky",0
"G2101310","2012-2016",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leslie County, Kentucky",10869,"Leslie County, Kentucky",0
"G2101330","2012-2016",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letcher County, Kentucky",23382,"Letcher County, Kentucky",0
"G2101350","2012-2016",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Kentucky",13646,"Lewis County, Kentucky",0
"G2101370","2012-2016",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Kentucky",24424,"Lincoln County, Kentucky",0
"G2101390","2012-2016",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Kentucky",9353,"Livingston County, Kentucky",0
"G2101410","2012-2016",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Kentucky",26757,"Logan County, Kentucky",0
"G2101430","2012-2016",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kentucky",8325,"Lyon County, Kentucky",0
"G2101450","2012-2016",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",65292,"McCracken County, Kentucky",0
"G2101470","2012-2016",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCreary County, Kentucky",17850,"McCreary County, Kentucky",0
"G2101490","2012-2016",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Kentucky",9492,"McLean County, Kentucky",0
"G2101510","2012-2016",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Kentucky",87324,"Madison County, Kentucky",0
"G2101530","2012-2016",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magoffin County, Kentucky",12887,"Magoffin County, Kentucky",0
"G2101550","2012-2016",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kentucky",19497,"Marion County, Kentucky",0
"G2101570","2012-2016",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kentucky",31213,"Marshall County, Kentucky",0
"G2101590","2012-2016",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Kentucky",12478,"Martin County, Kentucky",0
"G2101610","2012-2016",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Kentucky",17229,"Mason County, Kentucky",0
"G2101630","2012-2016",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kentucky",28751,"Meade County, Kentucky",0
"G2101650","2012-2016",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee County, Kentucky",6345,"Menifee County, Kentucky",0
"G2101670","2012-2016",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Kentucky",21411,"Mercer County, Kentucky",0
"G2101690","2012-2016",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metcalfe County, Kentucky",9983,"Metcalfe County, Kentucky",0
"G2101710","2012-2016",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Kentucky",10692,"Monroe County, Kentucky",0
"G2101730","2012-2016",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kentucky",27391,"Montgomery County, Kentucky",0
"G2101750","2012-2016",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Kentucky",13379,"Morgan County, Kentucky",0
"G2101770","2012-2016",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muhlenberg County, Kentucky",31216,"Muhlenberg County, Kentucky",0
"G2101790","2012-2016",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Kentucky",44875,"Nelson County, Kentucky",0
"G2101810","2012-2016",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, Kentucky",7062,"Nicholas County, Kentucky",0
"G2101830","2012-2016",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Kentucky",24152,"Ohio County, Kentucky",0
"G2101850","2012-2016",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",63876,"Oldham County, Kentucky",0
"G2101870","2012-2016",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Kentucky",10673,"Owen County, Kentucky",0
"G2101890","2012-2016",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owsley County, Kentucky",4552,"Owsley County, Kentucky",0
"G2101910","2012-2016",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, Kentucky",14509,"Pendleton County, Kentucky",0
"G2101930","2012-2016",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Kentucky",27818,"Perry County, Kentucky",0
"G2101950","2012-2016",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",62791,"Pike County, Kentucky",0
"G2101970","2012-2016",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Kentucky",12387,"Powell County, Kentucky",0
"G2101990","2012-2016",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Kentucky",63772,"Pulaski County, Kentucky",0
"G2102010","2012-2016",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Kentucky",2191,"Robertson County, Kentucky",0
"G2102030","2012-2016",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockcastle County, Kentucky",16893,"Rockcastle County, Kentucky",0
"G2102050","2012-2016",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, Kentucky",24302,"Rowan County, Kentucky",0
"G2102070","2012-2016",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kentucky",17684,"Russell County, Kentucky",0
"G2102090","2012-2016",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kentucky",51348,"Scott County, Kentucky",0
"G2102110","2012-2016",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Kentucky",44967,"Shelby County, Kentucky",0
"G2102130","2012-2016",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Kentucky",17856,"Simpson County, Kentucky",0
"G2102150","2012-2016",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Kentucky",17798,"Spencer County, Kentucky",0
"G2102170","2012-2016",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Kentucky",25315,"Taylor County, Kentucky",0
"G2102190","2012-2016",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Kentucky",12465,"Todd County, Kentucky",0
"G2102210","2012-2016",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trigg County, Kentucky",14267,"Trigg County, Kentucky",0
"G2102230","2012-2016",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trimble County, Kentucky",8751,"Trimble County, Kentucky",0
"G2102250","2012-2016",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Kentucky",15065,"Union County, Kentucky",0
"G2102270","2012-2016",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",121066,"Warren County, Kentucky",0
"G2102290","2012-2016",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kentucky",12017,"Washington County, Kentucky",0
"G2102310","2012-2016",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Kentucky",20557,"Wayne County, Kentucky",0
"G2102330","2012-2016",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Kentucky",13331,"Webster County, Kentucky",0
"G2102350","2012-2016",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Kentucky",35842,"Whitley County, Kentucky",0
"G2102370","2012-2016",,,"Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfe County, Kentucky",7221,"Wolfe County, Kentucky",0
"G2102390","2012-2016",,,"Kentucky","21","Woodford County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Kentucky",25591,"Woodford County, Kentucky",0
"G2200010","2012-2016",,,"Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acadia Parish, Louisiana",62372,"Acadia Parish, Louisiana",0
"G2200030","2012-2016",,,"Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Parish, Louisiana",25619,"Allen Parish, Louisiana",0
"G2200050","2012-2016",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",117009,"Ascension Parish, Louisiana",0
"G2200070","2012-2016",,,"Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption Parish, Louisiana",22973,"Assumption Parish, Louisiana",0
"G2200090","2012-2016",,,"Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avoyelles Parish, Louisiana",41252,"Avoyelles Parish, Louisiana",0
"G2200110","2012-2016",,,"Louisiana","22","Beauregard Parish","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beauregard Parish, Louisiana",36435,"Beauregard Parish, Louisiana",0
"G2200130","2012-2016",,,"Louisiana","22","Bienville Parish","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bienville Parish, Louisiana",13924,"Bienville Parish, Louisiana",0
"G2200150","2012-2016",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",124720,"Bossier Parish, Louisiana",0
"G2200170","2012-2016",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",253125,"Caddo Parish, Louisiana",0
"G2200190","2012-2016",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",197233,"Calcasieu Parish, Louisiana",0
"G2200210","2012-2016",,,"Louisiana","22","Caldwell Parish","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell Parish, Louisiana",9997,"Caldwell Parish, Louisiana",0
"G2200230","2012-2016",,,"Louisiana","22","Cameron Parish","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron Parish, Louisiana",6739,"Cameron Parish, Louisiana",0
"G2200250","2012-2016",,,"Louisiana","22","Catahoula Parish","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catahoula Parish, Louisiana",10145,"Catahoula Parish, Louisiana",0
"G2200270","2012-2016",,,"Louisiana","22","Claiborne Parish","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne Parish, Louisiana",16452,"Claiborne Parish, Louisiana",0
"G2200290","2012-2016",,,"Louisiana","22","Concordia Parish","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concordia Parish, Louisiana",20288,"Concordia Parish, Louisiana",0
"G2200310","2012-2016",,,"Louisiana","22","De Soto Parish","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Soto Parish, Louisiana",27047,"De Soto Parish, Louisiana",0
"G2200330","2012-2016",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",445337,"East Baton Rouge Parish, Louisiana",0
"G2200350","2012-2016",,,"Louisiana","22","East Carroll Parish","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Carroll Parish, Louisiana",7419,"East Carroll Parish, Louisiana",0
"G2200370","2012-2016",,,"Louisiana","22","East Feliciana Parish","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Feliciana Parish, Louisiana",19756,"East Feliciana Parish, Louisiana",0
